timestamp,likes,comments,hasImages,postUrl,text
"2026-07-24T19:17:03.521+08:00","1","0",yes,"https://www.linkedin.com/feed/update/urn:li:activity:7486258953597681664/","Intel Posts Strongest Revenue Growth in More Than 15 Years, with 2Q26 Revenue Reaching $16.1B  Intel reported 2Q26 revenue of $16.1B on July 23, representing 25% YoY growth and once again exceeding guidance. CEO Lip-Bu Tan described the quarter as Intel's strongest revenue growth in more than 15 years, highlighting that AI is driving unprecedented demand for computing. He added that Intel is well positioned to sustain long-term growth through its CPU portfolio, AI ASICs, advanced packaging technologies, and expanding foundry ecosystem.   hashtag #AIInferenceDemandDrives59PercentGrowthinDCAI Intel's Data Center and AI (DCAI) business generated $6.3B in revenue during the quarter, up 59% YoY, making it the company's fastest-growing business segment. Meanwhile, the Client Computing and Physical AI Group (CCPG) reported revenue of $8.9B, an increase of 13% YoY. The company partnered with SambaNova and Foxconn to showcase a production-ready, rack-scale infrastructure platform for Agentic AI inference. Additionally, Vector Core Compute (VC2) introduced a distributed agentic AI cloud solution integrating Intel Xeon processors, SambaNova RDUs, and NVIDIA Blackwell GPUs.   hashtag #18APEntersRiskProductionasIntelExpandsCapacity Intel Foundry reported $5.8B in revenue, up 31% YoY. On the manufacturing front, Intel 18A-P entered risk production on schedule, delivering further improvements in performance, power efficiency, and thermal characteristics. Selected Core Ultra Series 3 (Panther Lake) processors have also entered volume production using ASML's High-NA EUV (EXE) lithography platform. Intel announced a €5B investment to expand manufacturing capacity, increasing output of Intel 3-based Xeon 6 and next-generation Xeon processors. The company further expanded its custom silicon portfolio through a partnership with Fortinet to develop security processors, broadening its ASIC business beyond networking and IPUs.   hashtag #3Q26RevenueGuidedtoUS16Point8B For 3Q26, Intel expects revenue of $15.8–16.8B. CFO David Zinsner said stronger-than-expected shipments were driven by higher manufacturing yields and shorter production cycles. As AI computing demand continues to accelerate, Intel plans to significantly increase investments in manufacturing equipment, cleanroom capacity, and advanced substrates to support growth across both its product portfolio and foundry business over the next two years. Operating cash flow reached $7B during the quarter.  📊 More semiconductor insights: https://buff.ly/UWCDvd1 📊 More industry charts: https://buff.ly/4hbxzLr"
"2026-07-24T18:17:03.521+08:00","1","0",yes,"https://www.linkedin.com/feed/update/urn:li:activity:7486405011262930944/","AI's next bottleneck isn't compute. It's memory. In the first half of 2026, surging demand for KV Cache coupled with limited memory supply created a severe bottleneck across the industry.  Part 1 of our new series looks at how  hashtag #Enfabrica,  hashtag #PenguinSolutions,  hashtag #Marvell, and  hashtag #Meta are expanding memory capacity available for KV Cache through  hashtag #CXL technologies.  👉Read Part 1 on  hashtag #TrendForce Substack: https://pse.is/9d9xd8 🔗 📊Explore memory bottleneck solutions: https://pse.is/9d9yvv 🔗"
"2026-07-24T17:17:03.521+08:00","4","0",yes,"https://www.linkedin.com/feed/update/urn:li:activity:7485978360037314560/","💥What’s next after AMD’s Venice CPU, now ramping on TSMC’s 2nm? Zen 7-based EPYC “Florence” is coming in 2028 — could the chipmaker enter the sub-2nm era with TSMC’s A16/A14-class technology?  🚀 The company is also speeding up its GPU roadmap, eyeing MI500 series in 2027 featuring HBM4E, followed by MI600 in 2028.  💡More: https://buff.ly/H8xjlUm 🔗   hashtag #AMD  hashtag #CPU"
"2026-07-24T12:17:22.063+08:00","12","0",yes,"https://www.linkedin.com/feed/update/urn:li:activity:7485894051129434112/","📢 Intel delivered its fastest quarterly revenue growth since 2011 in 2Q26—but the bigger story may be its process roadmap. 18A output is ramping steadily, while 14A has been pulled forward by one year, targeting mass production in 2028.  🔥 Team Blue now expects 14A to enter risk production for internal products in 2H27, with PDK 0.5 already complete and PDK 0.9 on track for October.  💡More: https://buff.ly/P9nDkBp🔗   hashtag #Intel"
"2026-07-24T21:01:22.063+08:00","0","0",yes,"https://www.linkedin.com/feed/update/urn:li:activity:7485695613884567552/","🔥 China's DRAM champion CXMT is set to debut on Jul. 27. The IPO is expected to raise RMB 57.9B—the largest fundraising on Shanghai's STAR Market since its launch.   👀 The company has seen rapid growth amid the memory upcycle, reporting 1Q26 revenue of RMB 50.8B, up 719% YoY.   💡More: https://buff.ly/CiiqBgl 🔗   hashtag #CXMT  hashtag #DRAM  hashtag #IPO"
"2026-07-24T21:01:22.063+08:00","0","0",yes,"https://www.linkedin.com/feed/update/urn:li:activity:7485634886540787712/","[News] China’s DRAM Maker CXMT to Debut Jul. 27; IPO to Raise RMB 57.9B, Largest on STAR Market Since Launch"
"2026-07-23T21:17:22.063+08:00","11","0",yes,"https://www.linkedin.com/feed/update/urn:li:activity:7485582015619235841/","🤝 Elon Musk says Tesla’s AI6 will be the world’s best edge AI chip — but Micron also stole the spotlight, with Musk saying the memory giant is “making room for Tesla in the years to come.” A new memory long-term supply deal in the making?   🚀 Micron is not the only supplier highlighted by Musk, as he said Samsung and TSMC are also making major investments to expand capacity for Tesla’s Optimus robots and autonomous ride-hailing vehicles.  💡More: https://buff.ly/TjUlekF 🔗   hashtag #Micron  hashtag #Tesla"
"2026-07-23T21:31:01.870+08:00","12","0",yes,"https://www.linkedin.com/feed/update/urn:li:activity:7485574461354741760/","🤔 Both Intel and SK hynix denied reports of an Ohio fab sale, but the latest buzz suggests SK hynix could be among the partners considered to help operate the facility — not acquire it outright.  💥 Intel has done this before: the chipmaker teamed up with Brookfield in 2022 on a US$30B Semiconductor Co-Investment Program for its Arizona Ocotillo campus, allowing Intel to retain fab ownership and control with a 51% stake.  💡More: https://buff.ly/8eDV9MS 🔗   hashtag #Intel  hashtag #SKhynix"
"2026-07-23T21:31:01.870+08:00","6","0",yes,"https://www.linkedin.com/feed/update/urn:li:activity:7485540476868128770/","💾 NAND's Quiet Segment Turns Explosive As memory giants pour capex into advanced processes, mature-node capacity is drying up, forcing industrial and automotive buyers to substitute mainstream chips with SLC NAND. 2H is set to bring a two-stage price surge, shifting the market from shipment-driven to price-driven.  Get ahead of the SLC NAND supply crunch 👉 https://buff.ly/e1SQlDe   hashtag #TrendForce  hashtag #SelectedTopics"
"2026-07-22T21:31:11.656+08:00","10","0",yes,"https://www.linkedin.com/feed/update/urn:li:activity:7485492652579373056/","As test-time scaling takes hold, the focus of the AI industry is quickly shifting from training to inference.  Behind this shift lies a structural change in the memory hierarchy. HBM defined the training era. But inference requires more, giving rise to HBF, SSD POD, and SRAM to push past the limits of capacity and bandwidth.  This article breaks down: → The memory requirements of AI training and inference → Where the memory hierarchy is headed next  💡Full analysis on  hashtag #TrendForce Substack: https://pse.is/9cyhzm 🔗   hashtag #HBM  hashtag #HBF  hashtag #Inference"
