timestamp,likes,comments,hasImages,postUrl,text
"2026-07-23T03:39:44.683+08:00","64","7",yes,"https://www.linkedin.com/feed/update/urn:li:activity:7485771996400693248/","Photon Bridge BREAKTHROUGH TOUR 2026 : We visited Photon Bridge in  hashtag #Eindhoven in early July, ten months after our first chat at the ECOC Exhibition in Copenhagen. What we saw at their business office on the campus of Eindhoven University of Technology was proof of something the industry doubted was possible: passive self-alignment of indium phosphide lasers onto silicon photonic chips, at insertion losses below 0.6 dB.  Here is why that matters. Combining III-V material, which generates light, with silicon photonics, which routes it cheaply at scale, has always meant trading performance for manufacturability. PhotonBridge's fix: a MEMS structure of flexible cantilevers that lets the III-V die find its own position on the silicon wafer. No active alignment, no per-chip tuning.  CTO Rui Santos showed us wafer-level testing where every chip, InP and silicon, is measured before assembly. That known-good-die approach is the real yield edge over monolithic integration or transfer-printing rivals: separate the problem, test each piece, combine only what works.  Product one: an ITLA for coherent data center links, already beating the 1.6 terabit spec at under 2 watts.  Product two: an external laser source for AI interconnects, targeting 38-40 milliwatts per colour with OSFP MSA compatibility across several generations. CEO Paul Marchal runs this fabless company, with partners across InP supply, silicon foundries, and packaging, backed by a fresh, oversubscribed funding round. Sampling to customers is targeted before year-end (2026). Is this the next Philips? They are certainly making waves in the PhotonDelta ecosystem. Want to understand the business and geopolitics strategy? Watch 10 more minutes on the YouTube version here: https://lnkd.in/e3Mk_VqR"
"2026-07-22T17:39:44.683+08:00","39","2",yes,"https://www.linkedin.com/feed/update/urn:li:activity:7485430489885900800/","Here are some of my thoughts on the next Multiannual Financial Framework (MFF), where some European Partnerships will be implemented as joint undertakings. The European Commission has started a so-called ""Call for Evidence"", in which Photonics21 participated. What chances of success?"
"2026-07-21T17:39:44.683+08:00","84","5",yes,"https://www.linkedin.com/feed/update/urn:li:activity:7485259805809561600/","BREAKING: TSMC JUST TOLD ITS CUSTOMERS OF A PRICE HIKE FOR 2027!  Nikkei Asia reports today (21 July 2026) that TSMC is raising chipmaking prices by up to 10% starting in January 2027, covering both cutting-edge nodes (7nm and below, accounting for about 77% of Q2 revenue) and mature nodes such as 12nm to 28nm (about 23% of revenue). Customers ordering extra AI capacity beyond their original forecasts face a further 10 to 15% premium on top of the base increase, so total hikes on some advanced orders could run well past 10%.  The reasoning is straightforward. Rising costs for materials and equipment, plus the price of building new fabs in Arizona, Japan and Germany. TSMC just added another $100 billion to its Arizona investment and raised 2026 capex guidance to as much as $64 billion. CFO Wendell Huang was direct about it: overseas expansion and the 2nm ramp will continue to pressure margins.  Here is the part that matters for photonics. TSMC is no longer just a logic foundry. Its COUPE platform, which stacks photonic and electronic dies using SoIC-X and integrates through CoWoS, is TSMC's own route into co-packaged optics, and it is on track for CoWoS-based CPO integration this year. That means the same wafer capacity, advanced packaging lines and overseas fabs getting more expensive are the ones CPO for AI data centers depends on. NVIDIA's Quantum-X and Spectrum-X platforms, and the laser and materials suppliers feeding COUPE, including Coherent Corp. and Sumitomo Electric, sit downstream of this price increase.  CPO is only now moving from validation to real volume. A cost increase landing right as that transition happens will show up in every optical engine built on TSMC silicon, whether the label on the box says photonics or not. Chairman C.C. Wei's framing is worth remembering: ""We earn our value and we make sure that our profit, our gross margin is enough for our long-term sustaining expansion. That's to the benefit of my customers and TSMC also.""  Sources: Cheng Ting-fang, ""Exclusive: TSMC to raise chipmaking prices by up to 10% from 2027,"" Nikkei Asia, July 21, 2026. https://lnkd.in/ezeyAx8g  TrendForce, ""Silicon Photonics Race Intensifies as TSMC Targets 2026 COUPE Production, Samsung Eyes 2029 CPO Turnkey,"" April 1, 2026: https://lnkd.in/e6_rJvXk  TrendForce, ""TSMC Reportedly Eyes Up to 15% 3nm Price Hike in 2H26, Further 5-10% Seen in 2027 Amid AI, ASIC Demand,"" May 27, 2026: https://lnkd.in/e-hhyKkh   Below is the TSMC Corporate video."
"2026-07-17T17:39:44.683+08:00","47","1",yes,"https://www.linkedin.com/feed/update/urn:li:activity:7483805188122767361/","IBM CRASH. IS PHOTONICS OR QUANTUM THE CAUSE OR SOLUTION? On Tuesday July 14th, IBM had its worst trading day in 115 years. Shares fell 25% after the company warned that Q2 results would miss expectations: roughly $17.2B in revenue and $2.93 adjusted EPS against a $3.01 consensus, ahead of the full report on July 22.  The short answer to the headline: neither. And that is the interesting part. The cause was an AI budget war. In the final weeks of June, enterprise customers redirected capex toward supply-constrained AI infrastructure, meaning servers, storage, and memory, ahead of expected price increases driven by rising chip and memory costs. That squeezed the budgets IBM lives on: software grew only 5% against a double-digit target, consulting was flat, and infrastructure fell 7% on weak mainframe sales. CEO Arvind Krishna was blunt: ""We did not adapt and move quickly enough."" Quantum is not the cause. One day after the crash, IBM reaffirmed its $10B, five-year quantum investment, still targeting a fault-tolerant machine by 2029. Could photonics be part of the solution? Follow the money. The capex that abandoned IBM's software this quarter went into AI datacenter hardware, and that is precisely where optical interconnects and co-packaged optics are becoming the bottleneck technology. The spending wave that hurt IBM's quarter is the same one pulling photonics into the datacenter.  One bad quarter is not a verdict on IBM's deep-tech roadmap. But it is an early, expensive data point on where enterprise money is actually going in 2026. And if you have not watched it, remember the excellent keynote from Bert Jan Offrein at GAMA 2026. https://lnkd.in/g56CA-mz   Other Sources: https://lnkd.in/emF35V2B https://lnkd.in/evuefikH https://lnkd.in/eAwkEmtJ"
"2026-07-17T17:39:44.683+08:00","78","3",yes,"https://www.linkedin.com/feed/update/urn:li:activity:7483794443184046080/","MUNICH-BASED LINQUE CLAIMS ENERGY REDUCTION of 25 times! In her last contribution as Optica Director of Technology for Optics and Optical Systems, my colleague Dr Olga Raz visited Linque in Munich.  Linque is doing something the silicon photonics world has talked about for years: a large-scale programmable photonic fabric that routes optical signals on-chip, with no optical-electrical-optical conversions anywhere in the path. Their RISE64 optical circuit switch debuted at OFC Conference this year and is now in customer validation, with hyperscalers and neo-clouds both at the table.  The number that gets attention is the company's claim of 25x better energy efficiency than conventional switches. The explanation is simple: in an electrical switch, most of the power goes into SerDes, error correction, and the lasers that regenerate the signal after each conversion. Remove the conversions and that power budget largely disappears.  Two things stood out from Olga's conversation with the team. First, they are positioning as a system integrator, not a chip vendor. When asked the build-to-be-acquired question, the answer was direct: ""we are more of the acquirer."" Second, their win at the IC Taiwan Grand Challenge in June, one of 11 selected from 209 startups across 38 countries, opens exactly the foundry and OSAT relationships a photonics company needs to scale.  The message Linque left us with applies to the whole industry: photonics reaching product stage in the data center is not a one-company story. It takes the full semiconductor value chain, from equipment makers and fabs to OSATs, chip designers and system integrators, moving at the speed this buildout demands."
"2026-07-16T17:40:04.215+08:00","160","10",yes,"","EUROPE JUST CLOSED A GAP IN ITS THIN-FILM LITHIUM NIOBATE SUPPLY CHAIN Silicon Austria Labs (SAL) Austria Labs announced today (Thursday, July 16th) that it will install the first SHINCRON Co., Ltd. INACO sputter deposition platform of its kind in Europe, at the SAL MicroFab in Villach, Austria. Until now, SAL's 200mm thin-film lithium niobate (TFLN) work started at patterning and etching. This platform moves the capability upstream, into the material stack itself: in-house deposition of lithium niobate, lithium tantalate and related functional thin films, with direct control over crystallinity, stress, roughness, wafer-level uniformity and traceability.  Why this matters.  TFLN is the leading candidate material for next-generation high-speed modulators in AI data centres and for quantum photonics. And reliable access to high-quality, application-specific material stacks is one of the field's main bottlenecks. As Dr Mohssen Moridi, Senior Director at SAL, puts it: ""SAL is addressing a critical bottleneck in the TFLN value chain. A European research institute now controls the full flow, from deposition through patterning, integration and industrial transfer. That reduces the continent's dependence on a small pool of external wafer suppliers and gives European TFLN device companies a local development partner."" SAL is clear that the platform complements, rather than replaces, its work with established wafer and substrate suppliers.  One more thing. Silicon Austria Labs (SAL) and SHINCRON Co., Ltd. are both Optica corporate members. Operator on one side, equipment supplier on the other. That puts our membership on both sides of a strategically scarce capability. Below is an official SHINKRON video announcement.   Full announcement: https://lnkd.in/eAcCB89G"
"2026-07-09T17:40:04.215+08:00","56","1",yes,"","THE PRIMES HAVE STARTED BUYING THE PHOTONICS LAYER This morning Thales signed a binding agreement to acquire the Gorgé family's 35.51% stake in Optica corporate member Exail at 134 euros per share, a 44% premium, implying an enterprise value of 3.9 billion euros, with a tender offer for 100% of the company to follow.  Read that premium again. 44%. That is what a defence prime will now pay to own fibre-optic gyroscopes, inertial navigation and autonomous underwater systems rather than procure them from a supplier catalogue.  Three things I take from this deal. First, underwater is the new high ground. Seabed cables and pipelines have become critical infrastructure, and protecting them in GPS-denied environments is a photonics problem. Thales plus Exail creates a European champion in exactly that space.  Second, navigation-grade photonics just got repriced. Every independent European company in inertial sensing, sonar and quantum navigation is worth more today than it was on Friday, and more strategic too. I would not be surprised to see Kongsberg or Saab respond.  Third, the deal will not close until late 2027, but the signal is immediate: photonics is no longer a component decision in defence. It is a balance sheet decision.  Exail is an Optica corporate member, and they will host the Optica Aerospace & Defense Summit on 9 and 10 December. The timing could hardly be better. Come and see the technology the primes are paying premiums for. More info here. https://lnkd.in/e3Mj_ap8 Source: Thales press release, 6 July 2026: https://lnkd.in/ehM6RBaE"
"2026-07-09T17:40:23.568+08:00","19","1",yes,"","𝗣𝗛𝗢𝗧𝗢𝗡𝗜𝗖𝗦 𝗜𝗡 𝗘𝗡𝗘𝗥𝗚𝗬: THE REPLAY IS NOW LIVE Missed the Optica Online Industry Meeting on Photonics in Energy? The full session is now available to watch. On 2 June, Optica brought together technology integrators and enablers working on laser fusion, hydrogen production, solar manufacturing, grid monitoring and environmental sensing, to discuss how optics and lasers are shaping the next generation of energy infrastructure.  Technology integrators: Paul Rudy, Business Development Executive, Blue Laser Fusion  Martin Divoký, Scientific Team Leader, HiLASE Centre Lutz Aschke, Director Laser Strategy, Marvel Fusion  Technology enablers:  Erik Böttcher, CEO, NYFORS Teknologi AB Lukas Ceizaris, CMO, OPTOMAN Félicien Legrand, Sales Manager, Gentec-EO  Amandine DEBLOUDTS, Marketing-Communications Manager, SEDI-ATI by Fiber Optics Group Herve Gouraud, Photonics Sales Director, Exail  Moderated by Helena Diez-y-Riega, Director of Laser and Medical Technologies at Optica and myself.  Watch the 90 minute replay on YouTube  https://lnkd.in/eSsAPDXp"
"2026-07-09T17:40:23.568+08:00","12","1",yes,"","META IS SELLING THE THING IT SAID IT NEEDED MORE OF Meta just admitted it has more AI compute than it knows what to do with. That single fact explains more about the state of the AI trade than any earnings call this quarter. On July 1, Bloomberg reported Meta is building a new unit, internally called Meta Compute, to sell its spare GPU capacity to outside customers. Two models are reportedly on the table: hosted access to Meta's own AI (including its new Muse Spark model, the AWS Bedrock playbook) or straight compute rental, the CoreWeave playbook. The unit is said to be run by infrastructure chief Santosh Janardhan, Superintelligence Labs lead Daniel Gross, and president Dina Powell McCormick.  The market's reaction tells you where the real anxiety sits. Meta stock jumped more than 10% that day, its best single session in five months, after a year in which the stock had fallen close to 15% and lagged the S&P 500. CoreWeave fell 10.8%. Nebius fell 12.4%. Meta has committed roughly $48 billion to renting GPUs from those two companies (a $21 billion CoreWeave deal, expanded in April, plus up to $27 billion with Nebius) because its own buildout couldn't keep pace with demand. If Meta suddenly has capacity to spare, either its infrastructure finally caught up, or the demand it built for never fully showed up.  That's the case Ed Zitron made to Ed Elson on this week's Prof G Markets. Meta still doesn't break out Meta AI or Llama revenue the way Google or OpenAI report their AI businesses, so reselling the leftover GPUs is the clearest return Meta can point to on its spending so far. Zitron's broader argument, laid out in his newsletter, is that most of the AI capex boom is really being justified by two customers, Anthropic and OpenAI, who account for the bulk of the industry's disclosed AI revenue. Strip them out and the rest of the ""AI economy"" thins out fast. As he posted on X the day the story broke: ""We'll know we will hit the top when Meta sells compute to Anthropic.""  Worth a counterpoint. SpaceX did something similar with xAI's Colossus 1 site, leasing capacity to Anthropic for roughly $1.25 billion a month and to Google for about $920 million a month, a pair of deals Bloomberg Intelligence estimates could be worth over $50 billion by 2028. Reselling spare capacity isn't automatically a distress signal. It can just as easily be a company admitting it over-built for a demand curve that hasn't arrived on schedule, and doing something rational with the surplus while it waits.  Which gets to the actual question worth asking: who is monetizing AI right now, in dollars, not narrative? NVIDIA's data center revenue hit $75.2 billion last quarter, up 92% year over year, at a 75% gross margin. Everyone downstream of Nvidia, Meta included, is still spending to find out if the bet pays off. https://lnkd.in/eSS7hccm"
"2026-07-09T17:40:23.568+08:00","33","0",yes,"","THE TWO-YEAR CLOCK ON CO-PACKAGED OPTICS: A NINE-MONTH SCOREBOARD Last September, at ECOC in Copenhagen, I chaired a fireside session on the Market Focus stage that I still think about. We put three companies up there, each holding one piece of a puzzle nobody has solved yet: how do you get co-packaged optics into data centers in two years, not five.  Coherent Corp. brought socket CPO. POET Technologies argued for putting the laser outside the package, easier thermal management, a path to pluggables. Photon Bridge argued for putting it inside, better manufacturability and cost, but harder engineering. The audience in the room was split roughly down the middle. Nobody, including the panelists, had the full answer.  Nine months on, with ECOC Exhibition and the Optica Global Photonics Economic Forum both landing in Malaga the same week this September, it's worth checking the scoreboard.  Coherent Corp.: In March, Nvidia took a $2 billion equity stake in Coherent and signed a multi-year, multi-billion-dollar purchase commitment covering CPO and optical circuit switching. Coherent used the moment to raise its CPO addressable market estimate to $15 billion. That is a hyperscaler underwriting the socket CPO bet with capital, not just intent.   POET Technologies: At OFC in March, POET showed Blazar, its hybrid laser for CPO and chip-to-chip optical links, alongside Starlight, a next-gen external light source engine. It also has a joint development agreement with Lumilens that includes a $50 million initial purchase order, and a partnership with Sivers Semiconductors targeting customer prototypes in the first half of 2026 and production readiness by year-end.   Photon Bridge: Since unveiling its integrated tunable laser PIC last October, it has moved fast on the supply side. OE Solutions is using Photonbridge's laser engine inside its next-gen ITLA modules, with sampling due Q2 2026. It has also partnered with CPFC on multi-wavelength InP laser wafers and with PhiX on DWDM external laser sources for CPO and dense optical interconnects. (  None of this settles the outside-versus-inside debate. What it shows is that all three paths attracted real capital and real customers in the space of two quarters. That is exactly the pace I said the industry would need - not necessarily the right form factor or price point, but a real product, tested and working inside a live data center.  That is the bar. Malaga in September is where we find out how close we got. https://lnkd.in/eP9_DVDt And join us for the Optica Global Photonics Economic Forum. https://lnkd.in/eiyZTQEV"
