scrapedAt,page,postUrl,timestampText,exactDate,reactions,reactionsBreakdown,comments,shares,text
2026-07-08T05:04:43.054637+00:00,technewsinside,https://www.facebook.com/technewsinside/posts/pfbid0cvsXPgNVHqEDuTjmdotskNZcrm1bEp9ZfYqqp1aAanK9uWkvgZLrnMpQq9vT9wVpl?__cft__[0]=AZZV1fkLKUhf4mzckGFN3GikdrMi2zH-IqkhPPZdq4c9TG3CYpqJtHNOpnBeh6Wz7Zha6YvF93NWkjJyRDYyIws3_x9wG-t81p6paFSUYVeTm1Gwjh24SaB7UEJYrpVIaZQnwSd-v7o73KsoZoUowTXjy6VSnVysQWKZtozf1JGzKOlcoOn5UgffZ7a6CqUoh-0,,"Wednesday, July 8, 2026 at 11:15 AM",5,Like: 5 people,,,"伺服器滑軌大廠 
#川湖
 搭上 
#AI
 浪潮，營運迎來大爆發！ 6 月營收年增 2.2 倍續創新高，去年毛利率更飆上 76%，表現媲美 IC 設計產業。"
2026-07-08T05:04:43.054637+00:00,technewsinside,https://www.facebook.com/technewsinside/posts/pfbid02WeSG4vHJ3twm7cGAAokjqKuqzeQPVKGCzVqJpUtN5VHeeA7imkXDEHVbLTymxmeDl?comment_id=2516204682160776,20m,,4,Like: 3 people; Wow: 1 person,,,"AI 最重要的功能，不是取代醫護，而是把時間還給醫護。… 
See more"
2026-07-08T05:04:43.054637+00:00,technewsinside,https://www.facebook.com/technewsinside/posts/pfbid0wo3jiD4UdKaHMifhhDVAiguodbb2Dai893aSEYHVaL2NVH1uck33mtdwro6hP16ql?comment_id=1060476356536484,19m,"Wednesday, July 8, 2026 at 10:45 AM",7,Like: 6 people; Wow: 1 person,,,"韓國豪砸 1,350 兆韓圜推動半導體與 
#AI
 大計畫，
#三星
 和 
#SK海力士
 更大幅提前完工時程。"
2026-07-08T05:04:43.054637+00:00,technewsinside,https://www.facebook.com/technewsinside/posts/pfbid0pp6aGiWAEQFuYUwmAEqmViGfrUJHywq1quK5iMtYevxU9bMQVzz36RCznWsEy5sbl?comment_id=1531722035108845,49m,"Wednesday, July 8, 2026 at 10:30 AM",20,Like: 19 people; Wow: 1 person,,,"#AI
 熱潮引爆電源供應鏈漲價潮！傳出 
#台達電
 與 
#光寶科
 部分產品迎來第二波調漲，最高調幅達 20%。"
2026-07-08T05:04:43.054637+00:00,technewsinside,https://www.facebook.com/technewsinside/posts/pfbid03221ESLPhgtZ4Jjym6wae919n6Rqiq2akwMvFs9CTVRK3Jp6RwDECupAbSZojZ6Ptl?comment_id=1529265078678775,28m,"Wednesday, July 8, 2026 at 10:15 AM",13,Like: 8 people; Haha: 3 people; Wow: 2 people,,,"傳出 
#DeepSeek
 正在祕密研發自家的 
#AI
 推論晶片，意圖擺脫對 
#輝達
 與 
#華為
 的依賴，更將直接挑戰 
#華為
 的市場地位。"
2026-07-08T05:04:43.054637+00:00,technewsinside,https://www.facebook.com/technewsinside/posts/pfbid0mV84rbtPoh6iPXiEnaCfaCU99rqhNi3sAjgSjzDbN6kXknzFaSVUw3aih17SNTKMl?comment_id=1029505882770518,1h,"Wednesday, July 8, 2026 at 10:03 AM",20,Like: 19 people; Wow: 1 person,,,"#奇鋐
 因 
#NVIDIA
 平台由 
#Blackwell
 轉換至 
#Rubin
 世代，短期營收面臨過渡期，但外資依舊重申正向看法！"
2026-07-08T05:04:43.054637+00:00,technewsinside,https://www.facebook.com/technewsinside/posts/pfbid034WvhRGvddtYjnC4RyuoUvRbLhFPHWamYRq7KtcKQUvovLqATZJgYeytRFQCPH225l?comment_id=1285105230367096,1h,"Wednesday, July 8, 2026 at 10:00 AM",9,Like: 8 people; Wow: 1 person,,,"全球記憶體價格狂飆的趨勢即將踩煞車？隨著 
#AI
 需求大爆發，
#長鑫存儲
 與 
#長江存儲
 正積極擴建新廠，預計在 2026 年底至 2027 年將產能翻倍。"
2026-07-08T05:04:43.054637+00:00,technewsinside,https://www.facebook.com/technewsinside/posts/pfbid0aZNnSXAEUTamyTNP567nwDZdcp3Ed9QCCe4v4wiq8WpcVoSwq3cm5M953NmZ9qPbl?comment_id=1270329214999406,1h,"Wednesday, July 8, 2026 at 9:45 AM",19,Like: 15 people; Haha: 3 people; Wow: 1 person,,,"#英特爾
 晶片調漲、
#輝達
 新品傳聞，科技業正熱？和碩董事長 
#童子賢
 樂觀指出，漲價與缺貨正反映供需熱絡，短期波動毋需擔憂。"
2026-07-08T05:04:43.054637+00:00,technewsinside,https://www.facebook.com/technewsinside/posts/pfbid02AvEzRZvXXGQiDvi4uTinZLNQf5waN5rPp55ZniRad8LGKcdGZDJTySaQCEpcjxUTl?comment_id=1016396840992469,1h,"Wednesday, July 8, 2026 at 9:30 AM",6,Like: 5 people; Wow: 1 person,,,"#AI
 浪潮引發 
#HBM
 缺貨潮，
#英特爾
 出招反制！最新曝光的 XBM 記憶體專利，鎖定傳統架構痛點，透過後段製程技術大幅釋放晶片空間。"
2026-07-08T05:04:43.054637+00:00,technewsinside,https://www.facebook.com/technewsinside/posts/pfbid02QTgTZ9yeMikCkqWdJwhC2pSgzvB92THB6ZbSeCN2RJ7nNRgRmCS1gdVibhghgmZ2l?comment_id=1040340755188685,1h,"Wednesday, July 8, 2026 at 9:20 AM",38,Like: 36 people; Wow: 2 people,,,"續寫摩爾定律傳奇！國研院攜手 
#陽明交大
 與東京大學創下世界級突破，成功在 6 吋晶圓實現單層二維材料 100% 全覆蓋連續膜。"
2026-07-08T05:04:43.054637+00:00,technewsinside,https://www.facebook.com/technewsinside/posts/pfbid026BoCsVuzNRosAhwawE3CJH3obnXBMgbNfnfFEjeMkipTbkZeE9DmDEViSEEmPn4Pl?comment_id=951620547937565,2h,"Wednesday, July 8, 2026 at 9:10 AM",13,Like: 12 people; Wow: 1 person,,,"科技大廠跨足文創！
#威剛
 宣布以每股 24 元現金公開收購知名琉璃品牌琉園。"
2026-07-08T05:04:43.054637+00:00,technewsinside,https://www.facebook.com/technewsinside/posts/pfbid0k8pTPHjzARvCbc5e7uBr6mqvEKfoq7MroN66RikHqxRhyLfwDPDa3tDYw9NCfQ66l?comment_id=1896035794426210,2h,"Wednesday, July 8, 2026 at 9:00 AM",10,Like: 9 people; Wow: 1 person,,,"史丹佛大學最新報告指出，
#AI
 盲目擴張的算力泡沫正被打破！新開源模型 OLMo 3 Think 耗費資料量比對手少六倍，表現卻毫不遜色。"
2026-07-08T05:04:43.054637+00:00,technewsinside,https://www.facebook.com/technewsinside/posts/pfbid0k2p5L9EP6s8TUScpWcxpHw5AKrs3tASMJ2pMGeMKxJb1wenEZi1tuPnD1sTUP52Hl?comment_id=1731552144743077,2h,"Wednesday, July 8, 2026 at 8:30 AM",13,Like: 12 people; Wow: 1 person,,,"#山田控股
 與第五大 
#Edion
 宣布合併，年銷售額直逼 2.5 兆日圓，躍升全日第四大零售通路，緊追 
#Uniqlo
。"
2026-07-08T05:04:43.054637+00:00,technewsinside,https://www.facebook.com/technewsinside/posts/pfbid021jJALYpM5c3Vse6JduRwD1jpc2n1ke8yRRujSEya4MqmacJbWgm9Zjs2jr3wUkM4l?comment_id=1544230523907297,1h,"Wednesday, July 8, 2026 at 8:00 AM",79,Like: 79 people,,,"特殊職缺時薪上看 900 元！
#超狂夢幻打工
… 
See more"
2026-07-08T05:04:43.054637+00:00,technewsinside,https://www.facebook.com/technewsinside/posts/pfbid02mvTWmASquzR54Bep1nBkZ8E7aubpFP4cHoKwM46yeTF2SnALYL4koB21aT2YFx73l?comment_id=2031438984126117,2h,"Wednesday, July 8, 2026 at 7:30 AM",10,Like: 9 people; Wow: 1 person,,,每天喝掉的咖啡渣能變燃料！韓國開發出全球首創的「火焰電漿熱解」技術，能在短短 90 秒內將高含水的濕咖啡渣直接乾燥兼碳化，速度快上 240 倍！
2026-07-08T05:04:43.054637+00:00,technewsinside,https://www.facebook.com/technewsinside/posts/pfbid02PVf2BBoG6vvfb8oXB6z4StwL3iW3JsvLHCRLBxo5LVGJMtk5Deo3bbxZWgeyGgjPl?comment_id=4657817771108570,2h,"Wednesday, July 8, 2026 at 7:00 AM",7,Like: 6 people; Wow: 1 person,,,"#哈佛
 與 
#INSEAD
 最新研究指出，
#AI
 原生新創正顛覆企業型態！這類公司員工平均減少 25%，組織更扁平，每人對應估值卻高出 30%。"
2026-07-08T05:04:43.054637+00:00,technewsinside,https://www.facebook.com/technewsinside/posts/pfbid0ve6t3yQdYCKbt8649c8uF8vGcYKUqsJTRYgjkomTPpxW1RueTtLQedB3GQd2hjosl?comment_id=1687075639230514,1h,"Tuesday, July 7, 2026 at 11:07 PM",54,Like: 54 people,,,"輝達近一年報酬率僅小勝大盤？
#中企加速去輝達化轉向本土供應商
… 
See more"
2026-07-08T05:04:43.054637+00:00,technewsinside,https://www.facebook.com/reel/2255492091937651/?__cft__[0]=AZbes6QHtqUJl73tSzOCHbQu1wWhRCNr6aaKM9UQlIEY4JGiiivoZ2IWBtomtL9m-0QcF4-nRDT_Kw2DvJQmmlAHacV0B2fonSny1xpcYMtjpfPwpWQaajCGQbOGucMdt5PRuiMUAKL7nPrSumQPDaSdnD0GeLucFvdaISagUD8AM8kF5pHvGBu95cool5y0e3ypWJjz_iZfO3TNi4GRsZ5J,,"Tuesday, July 7, 2026 at 10:00 PM",32,Like: 32 people,,,"李多慧現身應援！
#榮耀在台推出HONOR600系列
… 
See more"
2026-07-08T05:04:43.054637+00:00,technewsinside,https://www.facebook.com/technewsinside/posts/pfbid02oLar4oeTtPPcWsuiDp3RPkxee8Wd3ypwh9E7Dw48VkU63ssNhhZcxoavJcPK3YFFl?__cft__[0]=AZa-b8qeG2_yzjEPfxz-n85Q1RnwcAhF0e8VUar4OFojHE5Dp8K5yFqbqZF61BlpZGlMUOLArhLTCGKimhHNDhUhsiBAC1V-0Ftk70ghIPOuPFPptAMaT2kyucCOQoRhWjlIKlb6D3tp-63P7dtWtmej6NJJKWO3-cKWbp-pFdTr6S2o_zUO7bypP7sI0bZ9u5Y,,"Tuesday, July 7, 2026 at 9:01 PM",27,Like: 27 people,,,天文學界重大突破！歐幾里得太空望遠鏡一口氣在早期宇宙搜出 31 個全新類星體，其中 2 個更是迄今已知最古老，誕生於宇宙大爆炸後不到 6.7 億年。
2026-07-08T05:04:43.054637+00:00,technewsinside,https://www.facebook.com/technewsinside/posts/pfbid0sPH3kKqCYZ7KontaRyun5dbwLeGeT4Upv525bybofnUb4d5mNZSFcp3R9nrRGTppl?comment_id=1745417213302829,12h,"Tuesday, July 7, 2026 at 8:30 PM",45,Like: 45 people,,,"#華邦電
 6 月營收暴增 189.88% 創新高。因大廠產能轉向 HBM，傳統 DDR4 與 2D NAND 面臨結構性大缺貨，缺口恐延續至 2028 年後。"
2026-07-08T05:04:43.054637+00:00,technewsinside,https://www.facebook.com/reel/1179516711025772/?comment_id=2002071420416748,49m,"Tuesday, July 7, 2026 at 8:01 PM",61,Like: 61 people,,,"機器人正式進軍世界盃！
#Atlas機器人首現身世足賽
… 
See more"
2026-07-08T05:04:43.054637+00:00,technewsinside,https://www.facebook.com/technewsinside/posts/pfbid0QGYTQwXtw9haoWRpRHLykAxKb9GRaDWZAPdpk77npNZiGZJDdt9yHm9WWLt2g3gjl?comment_id=2498091553938188,15h,"Tuesday, July 7, 2026 at 7:30 PM",16,Like: 15 people; Wow: 1 person,,,"#榮耀
 HONOR 600 系列強勢登台！由李多慧熱情站台，新機搭載 
#Snapdragon
 8 Elite 處理器、2 億畫素鏡頭與 7,000mAh 電池。"
2026-07-08T05:04:43.054637+00:00,technewsinside,https://www.facebook.com/technewsinside/posts/pfbid02GNjVE8nVnCnsnShdJogvpzuJVg45xhs9Fpft65zx7f7duSr47a6SqL9AUa69N8hyl?comment_id=2403479836827174,1h,"Tuesday, July 7, 2026 at 7:16 PM",22,Like: 22 people,,,"#AI
 神話破滅？諾貝爾經濟學獎得主皮薩里德斯指出，外界對 AI 提振經濟的期待過高。"
