timestamp,handle,views,likes,retweets,tweetUrl,text,topic
2026-07-22T17:39:20.000+08:00,"@WizzyXchangeBet",59,4,3,"https://x.com/WizzyXchangeBet/status/2079863857154081190","KBO FREE PLAY  7/22 18:30 KST   KIA Tigers ML NC Dinos +1.5  Lotte Giants +1.5  Samsung Lions Over 7.5"
2026-07-22T17:36:20.000+08:00,"@FUTesportsgg",1769,35,31,"https://x.com/FUTesportsgg/status/2079863102338654697","50 PEOPLE WILL WIN SPIDER-MAN: BRAND NEW DAY TICKETS AS A GIFT!  We're giving away cinema tickets for Spider-Man: Brand New Day to a total of 50 people along with the Samsung Galaxy.  To participate, here's what you need to do: - Your account must be public, - You must write"
2026-07-22T17:30:06.000+08:00,"@tatthang",154,4,,"https://x.com/tatthang/status/2079861534776582553",">be 24 year old Korean student  >save $13,000 from mandatory military service  >housing in Seoul costs 14x your annual salary  >saving your way to a house is literally impossible  >discover leveraged ETFs on Samsung and SK Hynix  >go all in with 5x leverage  >account hits"
2026-07-22T17:29:30.000+08:00,"@mHYCZpe8Q1MTL84",1376,254,79,"https://x.com/mHYCZpe8Q1MTL84/status/2079861383206957458","It's coming...  In 2026, the main players in Japanese stocks will change.  I sold off Kioxia.  Next up is the 75-yen AI stock.  NVIDIA-related. Liquid cooling-related.  Does anyone get what this means?"
2026-07-22T17:24:33.000+08:00,"@LadySyndicate1",142,8,3,"https://x.com/LadySyndicate1/status/2079860139889233994","KBO FREE PLAY  7/22 18:30 KST   KIA Tigers ML NC Dinos +1.5  Lotte Giants +1.5  Samsung Lions Over 7.5"
2026-07-22T17:17:03.000+08:00,"@berfuguven",225,1,,"https://x.com/berfuguven/status/2079858250992796032","Bir tarafta yapay zeka rallisi; diğer tarafta savaşın enflasyona etkisi  Odak yeniden jeopolitik risklerden enflasyona kaydı  Husi tehditleri ile Suudi petrolü taşıyan iki tanker Kızıldeniz’de rota değiştirdi  Petrolde kalıcı bir arz şoku ihtimali fiyatlanır mı? Brent bir ay"
2026-07-22T17:16:08.000+08:00,"@Seyidon999",11,1,,"https://x.com/Seyidon999/status/2079858018099884453","Used  Perfect and sweet  Samsung S9  128Gb Available  Dm for price   Call or WhatsApp:07048871855  We deliver the best "
2026-07-22T17:15:45.000+08:00,"@whiskey_lima729",1355,8,7,"https://x.com/whiskey_lima729/status/2079857921501090248","Good morning, traders.   Here’s your pre-market overview for Wednesday, July 22, 2026.  Market Snapshot (Post Tuesday Close)  Tuesday saw a solid rebound after recent pressure: •S&P 500: +0.86% to ~7,507–7,509 •Dow Jones: +0.74% to ~52,224 •Nasdaq: +1.26% to"
2026-07-22T17:11:33.000+08:00,"@Techway0",72,,1,"https://x.com/Techway0/status/2079856867006927042","Foldable screen spider web mech #metal phone case, borderless design for bare phone feel, rotating magnetic stand for both horizontal and vertical use, full hinge protection #Samsung Zfold8 #foldable phone case"
2026-07-22T17:10:45.000+08:00,"@s1rozha_",72,7,,"https://x.com/s1rozha_/status/2079856665369723230","THE REAL KIMI K3 PANIC IS NOT “CHINA CAUGHT UP”  it is that frontier intelligence might stop being a 90% margin subscription business.  Kimi K3 is a 2.8T parameter, 1M context, multimodal model from Moonshot that is now close enough to GPT-5.6 Sol and Fable 5 for people to ask"
2026-07-22T17:05:56.000+08:00,"@backongo",1178,243,60,"https://x.com/backongo/status/2079855451618082928","来週、最強の日本株が誕生する。 300株でいい。 準備金：30,000円 現値：75円  （ソフトバンク × NTT × 富士通）次世代AI・人工知能関連 半導体時代の次に注目すべきは、「AI」。 NVIDIAもMicrosoftも、AI技術の進化なしでは成長できない。 次の「キオクシア」"
2026-07-22T17:05:20.000+08:00,"@GunlukY989",42,6,2,"https://x.com/GunlukY989/status/2079855302392873356"," Antalya'da taksiciye ağır yaptırım!  Yaşlı motosiklet sürücüsüne yumruk atarak yere düşüren taksicinin daha önce de aynı ihlali yaptığı ortaya çıktı.  #samsung #TRANSFERLERNEREDE #yeniparti #FBvGOR #yeniparti #kutsal #mekan #Mehdi"
2026-07-22T17:04:37.000+08:00,"@neo_officialll",5141,38,15,"https://x.com/neo_officialll/status/2079855120553038171","1x Samsung Galaxy A06 4GB RAM 64GB Storage  1x LG 25L Inverter Microwave  1x Hisense 14-inch Top Load Automatic Washing machine   all enroute to a customer in Delta State.  Delivery as usual to his doorstep is 100% FREE.   ₦800k   http:// neostore.ng"
2026-07-22T17:03:01.000+08:00,"@kmm_fky",538,46,25,"https://x.com/kmm_fky/status/2079854717916815865","This year might genuinely become the ""Year of Mass-Producing Billionaires""   Those who are going to move are already moving.   500 shares will do.   Reserve funds: 50,000 yen   Current price: 107 yen   (Sunlord × JX Metals × NVIDIA)   The strongest Japanese stock of the week is"
2026-07-22T17:00:45.000+08:00,"@ami1June",285,1,,"https://x.com/ami1June/status/2079854150440063171","テンバガー（10倍株）を狙うなら、今、資金が流入しているのはこの8銘柄。 100株でもいい。動く人は、もう動いています。   第8位　イビデン（4062） 第7位　レーザーテック（6920） 第6位　東京エレクトロン（8035） 第5位　古河電気工業（5801） 第4位　フジクラ（5803） 第3位　キオクシア（285A）"
2026-07-22T17:00:03.000+08:00,"@axios",10922,25,8,"https://x.com/axios/status/2079853973893439709"," EXCLUSIVE:  @Nvidia  CEO Jensen Huang defends Chinese AI companies and open AI models like Kimi in a new Behind the Curtain with Axios co-founder  @mikeallen .  “These Chinese models are excellent. Open source models that are excellent should be used."""
2026-07-22T17:00:01.000+08:00,"@BB_JohnMoore",188,4,,"https://x.com/BB_JohnMoore/status/2079853962250055863","TSMC決算で恩恵期待が高まる日本株8選。  第8位：SWCC（5805） 第7位：JX金属（5016） 第6位：古河電気工業（5801） 第5位：ソシオネクスト（6526） 第4位：フジクラ（5803） 第3位：キオクシアHD（285A） 第2位：アドバンテスト（6857）"
2026-07-22T16:59:04.000+08:00,"@donanimhaber",2413,10,2,"https://x.com/donanimhaber/status/2079853725519106255","Hangisinin ekranı daha parlak?  iPhone 17 Pro  Samsung Galaxy S26 Ultra"
2026-07-22T16:49:26.000+08:00,"@Gaming_bo3gg",70,1,,"https://x.com/Gaming_bo3gg/status/2079851300888477859","NVIDIA explains how DLSS 5 actually works after AI backlash   > DLSS 5 is applied after a frame has been rendered.  > Developers can control the intensity and choose different AI models.  > Masking allows the effect to be applied only to specific parts of a scene.  > It does not"
2026-07-22T16:49:03.000+08:00,"@yskmjp",69,3,,"https://x.com/yskmjp/status/2079851203945713699","プロンプトの指示で動きをリアルタイム生成できるNVIDIAのARDYを使って試しに踊らせてみた。色々指示を変えると面白そう。GPU必須。"
2026-07-22T16:48:46.000+08:00,"@ken_se86",38,1,,"https://x.com/ken_se86/status/2079851132067950685","今年最も注目される日本株はこれ  10倍・20倍成長も期待される有望銘柄？ 500株からでも注目  NVIDIA・三菱重工と関わるAI半導体関連テーマ  株価：（1**）  "
2026-07-22T16:46:47.000+08:00,"@samsungmobileng",1688,13,5,"https://x.com/samsungmobileng/status/2079850631972495618","Everyone's talking about the new shape...   Click the link below to register now and stand a chance to WIN BIG, including a 98"" Samsung TV and Galaxy accessories!    http:// spr.ly/6013BEmQQv  #GalaxyUnpacked  #OwnTheNewShape #SamsungNigeria"
2026-07-22T16:44:10.000+08:00,"@RNbeefchicken",385,26,5,"https://x.com/RNbeefchicken/status/2079849976646275494","This week, the strongest Japanese stock will be born.   1000 shares will do.   Reserve funds: 100,000 yen   Current price: 137 yen   (Sunlord × JX Metal × NVIDIA)   This week, the strongest Japanese stock will be born.   Expansion of demand related to quantum computers from"
2026-07-22T16:36:33.000+08:00,"@Neome_com",83,2,,"https://x.com/Neome_com/status/2079848057357652410","CRYPTO BREAKING NEWS: Only the latest. No repeats    • Dogecoin on the Verge of a Bullish Breakout with Surging Activity.  • Bitget Clarifies Singapore Regulatory Status, Says It Is Not Licensed by MAS.  • Live updates: Bitcoin under $66,000 as traders await Alphabet"
2026-07-22T16:33:00.000+08:00,"@1228_ria",456,115,29,"https://x.com/1228_ria/status/2079847163623031147","10 years ago, investing 1 million yen and leaving it alone has turned into this now  ・S&P500: about 4.5 million yen ・Mitsubishi Corporation: about 8.6 million yen (excluding dividends) ・Apple: about 16 million yen ・Tesla: about 45 million yen ・NVIDIA: about 300 million yen"
