timestamp,views,likes,retweets,replies,hasImages,keywords,tweetUrl,text,translated_text,hasVideo
2026-07-23T04:42:48.000+08:00,3016,33,3,2,yes,"nvidia; hpc; csp; josephakis nvidia; genesis mission; supercomputing joined; leaders scsp_ai","https://x.com/nvidianewsroom/status/2080030824846807351","The Genesis Mission is an investment in America’s future, and NVIDIA is proud to be an industry partner in this initiative to safeguard U.S. leadership in science.   This week, John Josephakis, NVIDIA Global VP for HPC, AI, and Supercomputing, joined leaders at the  @scsp_ai  AI+","The Genesis Mission is an investment in America’s future, and NVIDIA is proud to be an industry partner in this initiative to safeguard U.S. leadership in science.   This week, John Josephakis, NVIDIA Global VP for HPC, AI, and Supercomputing, joined leaders at the  @scsp_ai  AI+",no
2026-07-22T05:58:25.000+08:00,10703,182,28,3,yes,"nvidia; chip; supply chain; nvidia ceo; producing gb300; huang joined; facility texas","https://x.com/nvidianewsroom/status/2079687466160701934","NVIDIA CEO Jensen Huang joined Wistron Chairman Simon Lin as Wistron opened its first U.S. facility in Texas, producing the GB300 Grace Blackwell Ultra Superchip.  We’re proud to partner with Wistron as its global expertise strengthens U.S. manufacturing and the supply chain","NVIDIA CEO Jensen Huang joined Wistron Chairman Simon Lin as Wistron opened its first U.S. facility in Texas, producing the GB300 Grace Blackwell Ultra Superchip.  We’re proud to partner with Wistron as its global expertise strengthens U.S. manufacturing and the supply chain",yes
2026-07-20T23:38:34.000+08:00,5296,69,5,3,yes,"#siggraph2026; nvidia; nvidia agent; omniverse libraries; existing 3d; ai capabilities","https://x.com/nvidianewsroom/status/2079229485421887879","Announced at #SIGGRAPH2026   NVIDIA Agent Toolkit now includes Omniverse libraries, giving AI agents tools and skills to help developers integrate physical AI capabilities into their existing 3D applications.  Read the full release:  https:// nvda.ws/4wQlPVu","Announced at #SIGGRAPH2026   NVIDIA Agent Toolkit now includes Omniverse libraries, giving AI agents tools and skills to help developers integrate physical AI capabilities into their existing 3D applications.  Read the full release:  https:// nvda.ws/4wQlPVu",no
2026-07-18T23:21:39.000+08:00,30408,451,77,11,no,"","https://x.com/nvidianewsroom/status/2078500453164466299","","",no
2026-07-18T23:23:10.000+08:00,2343,13,1,1,no,"nvidia; recap nvidia; japan; explore recap","https://x.com/nvidianewsroom/status/2078500836599038099","Explore the full recap of NVIDIA’s week in Japan.","Explore the full recap of NVIDIA’s week in Japan.",no
2026-07-16T21:55:50.000+08:00,36513,390,98,18,yes,"nvidia; nvidia ceo; ai factories; japan meti; jensen huang; noetra supported","https://x.com/nvidianewsroom/status/2077754081674768677","Japan is building the AI factories to power the next industrial revolution.  NVIDIA CEO Jensen Huang joined Japan’s METI Minister  @ryosei_akazawa  as NVIDIA and Noetra, supported by  @METI_JPN , announced plans to build the world’s first national AI infrastructure for physical AI.","Japan is building the AI factories to power the next industrial revolution.  NVIDIA CEO Jensen Huang joined Japan’s METI Minister  @ryosei_akazawa  as NVIDIA and Noetra, supported by  @METI_JPN , announced plans to build the world’s first national AI infrastructure for physical AI.",no
2026-07-16T22:04:56.000+08:00,96526,150,26,7,yes,"ai japan; robotics physical; manufacturing expertise; develop multimodal; infrastructure brings","https://x.com/nvidianewsroom/status/2077756369663365608","Japan’s national physical AI infrastructure brings together manufacturing expertise, real-world industrial data, and global tech leaders to develop multimodal models for AI agents, digital twins, robotics, and physical AI.  “Japan must build Japan AI.”    https:// nvda.ws/3QUOMR5","Japan’s national physical AI infrastructure brings together manufacturing expertise, real-world industrial data, and global tech leaders to develop multimodal models for AI agents, digital twins, robotics, and physical AI.  “Japan must build Japan AI.”    https:// nvda.ws/3QUOMR5",yes
2026-07-16T19:05:11.000+08:00,12022,134,32,4,no,"nvidia; ai infrastructure; meti nvidia; dsx platform; future physical; japan laying","https://x.com/nvidianewsroom/status/2077711134031839297","Japan is laying the foundation for the future of physical AI.  Partnering with Noetra and supported by METI, the NVIDIA Vera Rubin AI factory built on the NVIDIA DSX platform will bring world-class AI infrastructure to manufacturing, robotics, healthcare, and beyond.   27,500","Japan is laying the foundation for the future of physical AI.  Partnering with Noetra and supported by METI, the NVIDIA Vera Rubin AI factory built on the NVIDIA DSX platform will bring world-class AI infrastructure to manufacturing, robotics, healthcare, and beyond.   27,500",no
2026-07-16T13:23:21.000+08:00,5654512,5.7K,1.4K,73,yes,"nvidia; nvidia ceo; jensen huang; fujitsu; power industries; physical ai","https://x.com/nvidianewsroom/status/2077625109477556731","In Tokyo today, NVIDIA CEO Jensen Huang joined leaders from Fujitsu, Kawasaki Heavy Industries, FANUC, and Yaskawa Electric.   Together, they’re bringing physical AI from national ambition to the factory floors that power industries around the world.","In Tokyo today, NVIDIA CEO Jensen Huang joined leaders from Fujitsu, Kawasaki Heavy Industries, FANUC, and Yaskawa Electric.   Together, they’re bringing physical AI from national ambition to the factory floors that power industries around the world.",no
2026-07-16T13:10:30.000+08:00,176286,309,71,10,no,"intel; nvidia; japan invented; manufacturing innovators; building nvidia; strengths robotics; jetson accelerate","https://x.com/nvidianewsroom/status/2077621875472056374","Japan invented modern manufacturing.   Now, its innovators are building on NVIDIA Cosmos, NVIDIA Isaac, NVIDIA Metropolis, and NVIDIA Jetson to accelerate the deployment of intelligent machines.  Japan’s strengths in robotics, manufacturing, automotive, telecommunications, and","Japan invented modern manufacturing.   Now, its innovators are building on NVIDIA Cosmos, NVIDIA Isaac, NVIDIA Metropolis, and NVIDIA Jetson to accelerate the deployment of intelligent machines.  Japan’s strengths in robotics, manufacturing, automotive, telecommunications, and",no
